split,filename,city,label_id,label_uid,pano_id,lat,lng,normalized_x,normalized_y,missing-tactile-warning,narrow,not-enough-landing-space,not-level-with-street,parallel-lines,points-into-traffic,pooled-water,steep,surface-problem,tactile-warning
test,pittsburgh-pa__11979__fov50.jpg,pittsburgh-pa,11979,pittsburgh-pa:11979,9H9RIt3yp3Op6NNagKpH6A,40.451238,-79.968902,0.633333,0.491667,1,0,1,0,0,0,0,0,1,0
test,pittsburgh-pa__2543__fov50.jpg,pittsburgh-pa,2543,pittsburgh-pa:2543,nGGgng8oZbxEkk1YTcjbbg,40.451395,-79.940906,0.566667,0.370833,1,0,0,0,0,1,0,0,0,0
test,pittsburgh-pa__15230__fov50.jpg,pittsburgh-pa,15230,pittsburgh-pa:15230,Do80e6izaRVslWjboCTniQ,40.436602,-79.916522,0.652778,0.402083,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__15257__fov50.jpg,pittsburgh-pa,15257,pittsburgh-pa:15257,YFqXsfjRBJNnmySjKcgq3Q,40.434832,-79.916556,0.786111,0.533333,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__5314__fov50.jpg,pittsburgh-pa,5314,pittsburgh-pa:5314,9IuhdsfBnHjKx_w_eClm-w,40.438305,-79.996122,0.581944,0.8,1,0,0,0,0,1,0,0,0,0
test,pittsburgh-pa__9011__fov50.jpg,pittsburgh-pa,9011,pittsburgh-pa:9011,63Z3mnp-FR2f0rqYDLF-UQ,40.462386,-79.943249,0.244444,0.325,0,0,0,0,0,1,0,0,0,0
test,pittsburgh-pa__16480__fov50.jpg,pittsburgh-pa,16480,pittsburgh-pa:16480,MqGNbvTrd5xtgQbrQ3U4WA,40.42472,-79.97204,0.158333,0.545833,0,0,0,0,0,1,0,0,1,0
test,pittsburgh-pa__14275__fov50.jpg,pittsburgh-pa,14275,pittsburgh-pa:14275,lk637cR9YnFdyt9bDjrhHA,40.441894,-79.959354,0.455556,0.3625,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__15872__fov50.jpg,pittsburgh-pa,15872,pittsburgh-pa:15872,u71TJD4XLT5PDn14_4wrFw,40.451081,-79.983866,0.486111,0.422917,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__8175__fov50.jpg,pittsburgh-pa,8175,pittsburgh-pa:8175,cUJP1GfrVkuTMooUOYGVSA,40.452885,-79.956458,0.169444,0.735417,1,0,0,0,0,0,1,0,1,0
test,pittsburgh-pa__9715__fov50.jpg,pittsburgh-pa,9715,pittsburgh-pa:9715,qx0pXFEGCYiKwqDyiPpP1w,40.451555,-79.889735,0.279167,0.34375,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__15154__fov50.jpg,pittsburgh-pa,15154,pittsburgh-pa:15154,UpuGam0TnIRBxp8KRFRriA,40.44294,-79.927255,0.333333,0.545833,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__9042__fov50.jpg,pittsburgh-pa,9042,pittsburgh-pa:9042,Pu6rYqLIgVCzempK5aFWqQ,40.46211,-79.93965,0.4375,0.28125,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__14141__fov50.jpg,pittsburgh-pa,14141,pittsburgh-pa:14141,_Mt9ix_Zu-qp0UFD8-Pbnw,40.420063,-79.936148,0.398611,0.758333,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__10558__fov50.jpg,pittsburgh-pa,10558,pittsburgh-pa:10558,j3-I4h8HTs9elEZ_Q1xohg,40.45284,-79.885394,0.408333,0.275,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__11585__fov50.jpg,pittsburgh-pa,11585,pittsburgh-pa:11585,f9BBZlgd0N4C3DObuACqEQ,40.437824,-79.972724,0.683333,0.535417,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__15317__fov50.jpg,pittsburgh-pa,15317,pittsburgh-pa:15317,Mj04PjnuSoqJk_j1ErfxDA,40.438228,-79.977527,0.377778,0.220833,0,0,0,0,0,1,0,0,0,0
test,pittsburgh-pa__1014__fov50.jpg,pittsburgh-pa,1014,pittsburgh-pa:1014,8AmDJiXJO7SH3A5R3OPBFw,40.456726,-79.922401,0.479167,0.53125,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__10762__fov50.jpg,pittsburgh-pa,10762,pittsburgh-pa:10762,P_vyFB9WqLyY_JUop7Hglg,40.421855,-80.011334,0.670833,0.4875,1,0,0,0,0,1,0,0,0,0
test,pittsburgh-pa__11720__fov50.jpg,pittsburgh-pa,11720,pittsburgh-pa:11720,EenZUABka0bUGSAeJAJYVA,40.4269,-80.00592,0.3,0.452083,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__10683__fov50.jpg,pittsburgh-pa,10683,pittsburgh-pa:10683,uZH1CtW16BH8CFS_fGgkyw,40.455559,-79.890265,0.227778,0.395833,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__11053__fov50.jpg,pittsburgh-pa,11053,pittsburgh-pa:11053,fBxoe6v0MkqZHiIWPfXCnA,40.433692,-79.954742,0.429167,0.602083,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__10737__fov50.jpg,pittsburgh-pa,10737,pittsburgh-pa:10737,8FoGEhuhmbcsCXzZgvjQRA,40.421861,-80.011236,0.570833,0.4,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__16258__fov50.jpg,pittsburgh-pa,16258,pittsburgh-pa:16258,VmhlVUEPcOg2_pY6Hkokrg,40.449683,-79.98596,0.247222,0.383333,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__3943__fov50.jpg,pittsburgh-pa,3943,pittsburgh-pa:3943,9kKKTY9Q-et7VGQsbjcnEQ,40.456263,-79.91698,0.483333,0.664583,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__1458__fov50.jpg,pittsburgh-pa,1458,pittsburgh-pa:1458,4yMkBkj_nLOQh6Bh4aB_pg,40.448097,-80.004949,0.429167,0.479167,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__13280__fov50.jpg,pittsburgh-pa,13280,pittsburgh-pa:13280,w0o84dfoe57kN_PlDiBNTw,40.427042,-79.970266,0.569444,0.441667,1,0,0,0,0,0,0,0,1,0
test,pittsburgh-pa__5434__fov50.jpg,pittsburgh-pa,5434,pittsburgh-pa:5434,Pqy6W8YkpzymaNBRGV2n7A,40.44512,-79.999033,0.530556,0.497917,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__12806__fov50.jpg,pittsburgh-pa,12806,pittsburgh-pa:12806,8tBEfkIWcXJdKvxfYz53Pg,40.455899,-79.894463,0.648611,0.51875,0,0,0,0,0,1,0,0,0,0
test,pittsburgh-pa__4545__fov50.jpg,pittsburgh-pa,4545,pittsburgh-pa:4545,vq0kRmOQOYgTSMlbfVx5Hg,40.454582,-79.921682,0.604167,0.29375,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__12003__fov50.jpg,pittsburgh-pa,12003,pittsburgh-pa:12003,lS2hYJZroF5wCwg6SnJs1g,40.451952,-79.969374,0.519444,0.4875,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__15952__fov50.jpg,pittsburgh-pa,15952,pittsburgh-pa:15952,4FEMW2QMelUzl1Kon6a1Qw,40.429825,-79.923576,0.405556,0.36875,0,0,0,0,0,1,0,0,0,0
test,pittsburgh-pa__12907__fov50.jpg,pittsburgh-pa,12907,pittsburgh-pa:12907,2Y2JpVKfwpc2Hw1vFUf2fQ,40.427275,-79.988627,0.673611,0.322917,1,0,0,0,0,0,0,0,1,0
test,pittsburgh-pa__10316__fov50.jpg,pittsburgh-pa,10316,pittsburgh-pa:10316,ek5pPfNQeogxt5pB7Qnf-Q,40.461393,-79.894797,0.056944,0.625,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__8093__fov50.jpg,pittsburgh-pa,8093,pittsburgh-pa:8093,zbEUokd01oanpHZ6oI6t7g,40.438426,-79.974142,0.466667,0.53125,1,0,0,1,0,0,0,0,1,0
test,pittsburgh-pa__3820__fov50.jpg,pittsburgh-pa,3820,pittsburgh-pa:3820,qkjP0sWyixi2UBCVfkXPLg,40.450686,-79.93363,0.547222,0.491667,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__15866__fov50.jpg,pittsburgh-pa,15866,pittsburgh-pa:15866,3w-mqAMhiWl1yYF0zlOLtA,40.451127,-79.984059,0.376389,0.366667,1,0,0,1,0,0,0,0,0,0
test,pittsburgh-pa__2419__fov50.jpg,pittsburgh-pa,2419,pittsburgh-pa:2419,q7CUQLpjNuYOu5oOeFUSRQ,40.460239,-79.92186,0.213889,0.820833,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__15998__fov50.jpg,pittsburgh-pa,15998,pittsburgh-pa:15998,ieG13pfeRPOXe6RJY_LRAA,40.40677,-79.947805,0.683333,0.414583,1,0,0,1,0,0,0,0,0,0
test,pittsburgh-pa__14528__fov50.jpg,pittsburgh-pa,14528,pittsburgh-pa:14528,Xzkv8Vsm3Ix78lWW9dSMNg,40.41172,-79.94291,0.566667,0.625,1,0,1,0,0,0,0,0,0,0
test,pittsburgh-pa__15848__fov50.jpg,pittsburgh-pa,15848,pittsburgh-pa:15848,bjiT0omGT4GgFiGXqq2YHw,40.450756,-80.003109,0.444444,0.43125,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__3819__fov50.jpg,pittsburgh-pa,3819,pittsburgh-pa:3819,qkjP0sWyixi2UBCVfkXPLg,40.450719,-79.933533,0.352778,0.5875,1,0,0,0,0,0,0,0,1,0
test,pittsburgh-pa__6051__fov50.jpg,pittsburgh-pa,6051,pittsburgh-pa:6051,o7AcRmrIp22NQApouTRJ-g,40.459627,-79.901799,0.468056,0.329167,0,0,0,0,0,1,0,0,0,0
test,pittsburgh-pa__16043__fov50.jpg,pittsburgh-pa,16043,pittsburgh-pa:16043,7iJ4Db_x-e6tgoRL8yzoUQ,40.406784,-79.945268,0.455556,0.354167,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__15288__fov50.jpg,pittsburgh-pa,15288,pittsburgh-pa:15288,7cm5Gdu4ijGM699tNOGmHA,40.437004,-79.979617,0.365278,0.402083,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__15075__fov50.jpg,pittsburgh-pa,15075,pittsburgh-pa:15075,kMXuynQ9u4hIhJ7tzoC_mg,40.445838,-79.936227,0.652778,0.497917,0,0,1,0,0,0,0,0,0,0
test,pittsburgh-pa__5757__fov50.jpg,pittsburgh-pa,5757,pittsburgh-pa:5757,k-aFlOo9pt7nnL0M5wkxhw,40.455742,-79.902141,0.170833,0.41875,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__14504__fov50.jpg,pittsburgh-pa,14504,pittsburgh-pa:14504,-rPfxRsIp9NFeMyfCeFyPA,40.413273,-79.944596,0.525,0.304167,0,0,1,0,0,0,1,0,1,0
test,pittsburgh-pa__11986__fov50.jpg,pittsburgh-pa,11986,pittsburgh-pa:11986,0hJvPQfkpU7wZnO-EO7mRQ,40.433318,-80.009955,0.811111,0.670833,0,0,0,0,0,1,0,0,0,0
test,pittsburgh-pa__9544__fov50.jpg,pittsburgh-pa,9544,pittsburgh-pa:9544,gfPzYnDEym86MMnboI66Ug,40.453626,-79.895961,0.588889,0.622917,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__9220__fov50.jpg,pittsburgh-pa,9220,pittsburgh-pa:9220,guEU-evatLsTiVvZMYnHjw,40.43978,-79.970631,0.809722,0.441667,1,0,1,0,0,0,0,0,0,0
test,pittsburgh-pa__13628__fov50.jpg,pittsburgh-pa,13628,pittsburgh-pa:13628,X9O6KRSOw8kaWDqH5COPew,40.42528,-79.94392,0.105556,0.675,0,0,1,0,0,0,0,0,1,0
test,pittsburgh-pa__5029__fov50.jpg,pittsburgh-pa,5029,pittsburgh-pa:5029,kqkPBtOuAtOd2szlNIgTWQ,40.439957,-79.96765,0.748611,0.402083,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__15315__fov50.jpg,pittsburgh-pa,15315,pittsburgh-pa:15315,Mj04PjnuSoqJk_j1ErfxDA,40.438283,-79.97766,0.791667,0.3,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__3936__fov50.jpg,pittsburgh-pa,3936,pittsburgh-pa:3936,HCFdknRFgjVwQO4szIBcBA,40.454972,-79.918924,0.472222,0.714583,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__159__fov50.jpg,pittsburgh-pa,159,pittsburgh-pa:159,FjJzQT7lk7yX-Tn4AwGeng,40.447365,-79.959732,0.615278,0.402083,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__14919__fov50.jpg,pittsburgh-pa,14919,pittsburgh-pa:14919,lVYU6Gqgo1E02X_orFRWcw,40.435824,-79.927551,0.647222,0.3625,0,0,0,0,0,1,0,0,0,0
test,pittsburgh-pa__7973__fov50.jpg,pittsburgh-pa,7973,pittsburgh-pa:7973,Bif6JQhdmG0d870_AAS3iQ,40.443686,-79.99825,0.336111,0.277083,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__13134__fov50.jpg,pittsburgh-pa,13134,pittsburgh-pa:13134,AbbPFEp_F7mIx6Humlopsw,40.44776,-79.971584,0.655556,0.58125,1,0,0,0,0,1,0,0,0,0
test,pittsburgh-pa__14122__fov50.jpg,pittsburgh-pa,14122,pittsburgh-pa:14122,o14HRMuK8CYG9xOD-Ouk-Q,40.425396,-79.931862,0.448611,0.652083,1,1,0,0,0,0,0,0,0,0
test,pittsburgh-pa__12953__fov50.jpg,pittsburgh-pa,12953,pittsburgh-pa:12953,GmbEeBteblWZQJoPODsfhg,40.428403,-79.972966,0.436111,0.35625,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__264204__fov50.jpg,seattle-wa,264204,seattle-wa:264204,z8u7HDGwb9ymKR5z7NMb8w,47.524672,-122.314878,0.729167,0.435417,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__154648__fov50.jpg,seattle-wa,154648,seattle-wa:154648,j-S8TvplpDwrwWqCU73RbA,47.679589,-122.37582,0.502778,0.3,1,0,0,0,0,1,0,0,0,0
test,seattle-wa__193104__fov50.jpg,seattle-wa,193104,seattle-wa:193104,prY4UPolEZgKxwKMS0qaHA,47.563439,-122.320082,0.636111,0.6125,1,1,0,0,0,0,0,0,0,0
test,seattle-wa__75560__fov50.jpg,seattle-wa,75560,seattle-wa:75560,CMxM_AqVD9v8gGivXbTy5w,47.52462,-122.361763,0.6,0.283333,0,1,0,0,0,0,0,0,0,0
test,seattle-wa__136899__fov50.jpg,seattle-wa,136899,seattle-wa:136899,OwgtFsJQTeUq9oDfeVd6tw,47.56789,-122.286219,0.315278,0.347917,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__127450__fov50.jpg,seattle-wa,127450,seattle-wa:127450,4E7PEP2NPKqbeT_fQQ953Q,47.577716,-122.31198,0.2125,0.560417,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__154224__fov50.jpg,seattle-wa,154224,seattle-wa:154224,uTOlGyuxix0PmwvmWcFT_w,47.626411,-122.352726,0.338889,0.572917,1,1,0,0,0,0,0,0,0,0
test,seattle-wa__131782__fov50.jpg,seattle-wa,131782,seattle-wa:131782,CIX7_dKJaQd-Az_JNS5fLw,47.669525,-122.395728,0.611111,0.383333,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__137809__fov50.jpg,seattle-wa,137809,seattle-wa:137809,jiXujQNvCM_EggL2RQTa_g,47.674509,-122.376072,0.341667,0.610417,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__157995__fov50.jpg,seattle-wa,157995,seattle-wa:157995,OKhVw3MeXb6SjOapD1OhmQ,47.654124,-122.355661,0.445833,0.485417,1,0,0,0,0,1,0,0,0,0
test,seattle-wa__263663__fov50.jpg,seattle-wa,263663,seattle-wa:263663,5blYVuoCrqQdqQo7ibnF_g,47.573905,-122.386875,0.430556,0.235417,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__244285__fov50.jpg,seattle-wa,244285,seattle-wa:244285,3NyLysE7Kvmjd7phK9u4Ew,47.63772,-122.368952,0.401389,0.333333,1,0,0,0,0,0,0,0,1,0
test,seattle-wa__193885__fov50.jpg,seattle-wa,193885,seattle-wa:193885,UXo-8WMGQOhdndDREngNRA,47.69861,-122.317542,0.395833,0.497917,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__191032__fov50.jpg,seattle-wa,191032,seattle-wa:191032,0Ba7hkghmVmIvM-Rg2izmw,47.55349,-122.334093,0.452778,0.364583,0,0,0,0,0,1,0,0,0,0
test,seattle-wa__133930__fov50.jpg,seattle-wa,133930,seattle-wa:133930,R1VykuV6sqIuPP89z6xhfQ,47.633311,-122.386857,0.147222,0.379167,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__208212__fov50.jpg,seattle-wa,208212,seattle-wa:208212,YnuZAfpYwwlWuqfoncF3Dg,47.573972,-122.297063,0.675,0.635417,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__206582__fov50.jpg,seattle-wa,206582,seattle-wa:206582,LTvQBDmkbQseQwKuHMaqRw,47.685562,-122.344673,0.402778,0.589583,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__161189__fov50.jpg,seattle-wa,161189,seattle-wa:161189,8hdVAmMeBKRo1PmJ98Jwqg,47.666508,-122.313153,0.552778,0.435417,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__192919__fov50.jpg,seattle-wa,192919,seattle-wa:192919,txBtSHPxgsTxj8F7Wz3jLw,47.550125,-122.30157,0.202778,0.38125,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__157377__fov50.jpg,seattle-wa,157377,seattle-wa:157377,K_tYce7yQKOIDtrAwGq8Kg,47.677639,-122.273022,0.711111,0.445833,0,0,0,0,0,1,0,0,0,0
test,seattle-wa__237205__fov50.jpg,seattle-wa,237205,seattle-wa:237205,fJuWEJkVBFxhnnVdKt_gVg,47.533789,-122.363253,0.169444,0.385417,0,0,0,0,0,0,1,0,0,0
test,seattle-wa__167463__fov50.jpg,seattle-wa,167463,seattle-wa:167463,RJofNv602MXYooJrEnbzEg,47.619193,-122.326521,0.444444,0.45625,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__17853__fov50.jpg,seattle-wa,17853,seattle-wa:17853,nu6NH9wd6x7PhPcCo8Hj5w,47.666393,-122.328468,0.452778,0.63125,1,0,0,0,0,1,0,0,0,0
test,seattle-wa__72783__fov50.jpg,seattle-wa,72783,seattle-wa:72783,Y8GW9N5x3GGqM90Lp8LJpg,47.509941,-122.376,0.497222,0.46875,0,0,0,0,0,0,0,0,1,0
test,seattle-wa__245712__fov50.jpg,seattle-wa,245712,seattle-wa:245712,B13wpMdR76_a_MGwA7lkWA,47.531625,-122.268288,0.593056,0.395833,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__212903__fov50.jpg,seattle-wa,212903,seattle-wa:212903,eFRAOzUBMQkwZ_X4xKpDDg,47.557935,-122.310578,0.356944,0.445833,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__212407__fov50.jpg,seattle-wa,212407,seattle-wa:212407,xGNS5hhUfiBr9HVtsf8byA,47.699599,-122.355502,0.251389,0.441667,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__99622__fov50.jpg,seattle-wa,99622,seattle-wa:99622,8iBjPlv-N-OQDqqlxWYShA,47.690476,-122.385368,0.761111,0.458333,1,0,0,0,0,1,0,0,1,0
test,seattle-wa__72780__fov50.jpg,seattle-wa,72780,seattle-wa:72780,Y8GW9N5x3GGqM90Lp8LJpg,47.509941,-122.375763,0.483333,0.366667,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__191727__fov50.jpg,seattle-wa,191727,seattle-wa:191727,FT-XkaOoh0U0WTUofEso3Q,47.55552,-122.269743,0.308333,0.270833,0,0,1,0,0,0,0,0,0,0
test,seattle-wa__70531__fov50.jpg,seattle-wa,70531,seattle-wa:70531,ccRNOz_0aObp_H3BiTvFSg,47.662922,-122.342041,0.273611,0.360417,1,0,0,0,0,1,0,0,0,0
test,seattle-wa__270814__fov50.jpg,seattle-wa,270814,seattle-wa:270814,b17px-qNlqgD1nN3Kcx6HQ,47.521134,-122.373984,0.168056,0.458333,0,0,0,0,0,1,0,0,0,0
test,seattle-wa__194654__fov50.jpg,seattle-wa,194654,seattle-wa:194654,kmfcQ07H6LQtSftuVzVQPw,47.564182,-122.274439,0.379167,0.389583,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__100581__fov50.jpg,seattle-wa,100581,seattle-wa:100581,2XHf2nuFGdhoH31KMucR-A,47.655342,-122.34716,0.304167,0.675,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__200715__fov50.jpg,seattle-wa,200715,seattle-wa:200715,4Jx7EfRQPGWinF9xU7160Q,47.552695,-122.275511,0.501389,0.795833,1,1,0,0,0,0,0,0,0,0
test,seattle-wa__67319__fov50.jpg,seattle-wa,67319,seattle-wa:67319,HgHahHJG2_F61YXdbdGdKw,47.656223,-122.272339,0.563889,0.2875,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__154609__fov50.jpg,seattle-wa,154609,seattle-wa:154609,BpHackIaJtqalFbHMKFmJQ,47.679477,-122.375119,0.723611,0.425,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__95430__fov50.jpg,seattle-wa,95430,seattle-wa:95430,rMCwDPO44YdeL85SPrLOmA,47.612957,-122.306168,0.741667,0.389583,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__264561__fov50.jpg,seattle-wa,264561,seattle-wa:264561,2g808n_WVG0GY7ViDidbBA,47.522922,-122.350532,0.538889,0.635417,0,0,0,0,0,1,0,0,0,0
test,seattle-wa__168855__fov50.jpg,seattle-wa,168855,seattle-wa:168855,WB1VYSfjfA_ldxEnZf95OQ,47.654249,-122.318918,0.355556,0.341667,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__157007__fov50.jpg,seattle-wa,157007,seattle-wa:157007,p8ijA1KcJfLpTEyoonFKnA,47.671977,-122.315911,0.326389,0.5625,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__46632__fov50.jpg,seattle-wa,46632,seattle-wa:46632,usXC3d5IckK58R36fqorsw,47.550343,-122.269852,0.545833,0.554167,0,0,0,0,0,1,0,0,0,0
test,seattle-wa__208172__fov50.jpg,seattle-wa,208172,seattle-wa:208172,pny94uMwMTveoX9DwguyKw,47.55991,-122.302568,0.825,0.539583,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__190589__fov50.jpg,seattle-wa,190589,seattle-wa:190589,fZExxH3X9DHXSYmsAyn22g,47.560652,-122.28708,0.465278,0.227083,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__170425__fov50.jpg,seattle-wa,170425,seattle-wa:170425,C-wa10Yps2Q06iGlYpXHPQ,47.632256,-122.320137,0.523611,0.577083,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__148498__fov50.jpg,seattle-wa,148498,seattle-wa:148498,ZEffP2htfwoBCDMdnmIKqQ,47.633421,-122.284192,0.315278,0.629167,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__167718__fov50.jpg,seattle-wa,167718,seattle-wa:167718,kQqoFpMK9u6IOENCUZe_IA,47.62435,-122.322062,0.725,0.435417,1,0,0,0,0,1,0,0,1,0
test,seattle-wa__44062__fov50.jpg,seattle-wa,44062,seattle-wa:44062,PpNBX_5ZSZZyW_bY7oM2rg,47.662563,-122.290169,0.505556,0.602083,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__150888__fov50.jpg,seattle-wa,150888,seattle-wa:150888,4v3mOm8IPPGZQelO0JXbiw,47.616165,-122.353349,0.798611,0.383333,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__174810__fov50.jpg,seattle-wa,174810,seattle-wa:174810,2OfC52CKk0FHKCM2w-BMfA,47.664975,-122.282741,0.545833,0.3375,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__245957__fov50.jpg,seattle-wa,245957,seattle-wa:245957,VI8aMPoc5rFSxZphqXkcwg,47.528596,-122.27786,0.380556,0.333333,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__2880__fov50.jpg,seattle-wa,2880,seattle-wa:2880,KTGRvPvTT9R6lqkJyOlPPA,47.596035,-122.327835,0.097222,0.575,0,1,0,0,0,0,0,0,0,0
test,seattle-wa__126741__fov50.jpg,seattle-wa,126741,seattle-wa:126741,M6C4GwuemlwBCvdLI2CONw,47.666933,-122.360712,0.4625,0.575,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__157189__fov50.jpg,seattle-wa,157189,seattle-wa:157189,Hj0S2ylmHQltyRoRiqwFDA,47.61398,-122.334137,0.727778,0.425,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__191776__fov50.jpg,seattle-wa,191776,seattle-wa:191776,k_CIfqJ2Nt_y91yJjFH2Aw,47.694223,-122.339272,0.541667,0.429167,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__150704__fov50.jpg,seattle-wa,150704,seattle-wa:150704,QV8NOIzVBMvDTUBPLi8L8A,47.664264,-122.350136,0.747222,0.589583,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__88960__fov50.jpg,seattle-wa,88960,seattle-wa:88960,5mzx6FS7j0Mqey0OTZiymw,47.708714,-122.360939,0.783333,0.58125,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__44539__fov50.jpg,seattle-wa,44539,seattle-wa:44539,KCe4bSr7VfB-KnwE2M_x0g,47.668457,-122.29155,0.6625,0.710417,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__182286__fov50.jpg,seattle-wa,182286,seattle-wa:182286,QocVVHJBDHVrMFgke6QKjQ,47.620178,-122.30377,0.526389,0.370833,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__23002__fov50.jpg,seattle-wa,23002,seattle-wa:23002,I-fuwT5bwbHEeZ3Yf4uHPA,47.655521,-122.331398,0.565278,0.529167,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__187859__fov50.jpg,seattle-wa,187859,seattle-wa:187859,H_v-vTRk1GWUm0-GrnNcQw,47.631397,-122.360583,0.5875,0.502083,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__168996__fov50.jpg,seattle-wa,168996,seattle-wa:168996,u3fI4jISxV8gwTy0j9hmFg,47.655306,-122.313387,0.445833,0.425,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__53468__fov50.jpg,seattle-wa,53468,seattle-wa:53468,HqBPkUSSnwezI4Vu78eaRw,47.571659,-122.29097,0.186111,0.327083,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__162490__fov50.jpg,seattle-wa,162490,seattle-wa:162490,XtvZawckWwbIa8Y61tcC-Q,47.573443,-122.321919,0.391667,0.629167,0,0,0,0,0,1,0,0,0,0
test,seattle-wa__148506__fov50.jpg,seattle-wa,148506,seattle-wa:148506,mrF5D36WqKzSLg8GGXwx5Q,47.634562,-122.283947,0.505556,0.520833,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__1123__fov50.jpg,seattle-wa,1123,seattle-wa:1123,FBkGh38zZYhyGUUJPnpZcQ,47.664902,-122.286339,0.518056,0.441667,1,0,0,0,0,1,0,0,0,0
test,seattle-wa__193106__fov50.jpg,seattle-wa,193106,seattle-wa:193106,SLF7SfL1rNmXgq-5Z-U7sA,47.699599,-122.335202,0.226389,0.475,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__104836__fov50.jpg,seattle-wa,104836,seattle-wa:104836,wYpxUOtWOmGC_JEgjrkceQ,47.637371,-122.351883,0.340278,0.34375,0,0,0,0,0,0,0,0,0,0
