city,label_id,pano_id,pano_source,time_created,hf_split,hf_filename,pano_x,pano_y,pano_width,pano_height,heading,pitch,zoom,camera_heading,camera_pitch,camera_roll,canvas_x,canvas_y
columbus-oh,24317,Su3ttfq4L9pOIE-Gtlu70w,gsv,2021-02-23T23:28:43.87Z,train,gsv-columbus-24317-CurbRamp.png,9265,4974,16384.0,8192.0,328.5625,-35.0,1.0,274.665619,0.612862,,159,157
columbus-oh,38816,FmqvzMsqJUwZ1e-VcSYkeQ,gsv,2023-11-15T03:33:38.323Z,train,gsv-columbus-38816-CurbRamp.png,2021,4478,16384.0,8192.0,311.200897,-5.178571,3.0,80.996544,-0.78082,,213,323
spgg,6221,pxaSiQfZVKUH1zkn0Z_Lmw,gsv,2020-09-06T03:59:36.613Z,train,gsv-spgg-6221-CurbRamp.png,8290,3895,13312.0,6656.0,352.25,-28.25,1.0,290.142517,-2.16935,,245,162
chicago-il,46759,wSUXbsJP0RjtJSrYX7MLeQ,gsv,2024-02-25T03:15:46.629Z,train,gsv-chicago-46759-CurbRamp.png,6839,4758,16384.0,8192.0,178.0,-10.0,1.0,185.209702,-0.7039,,215,276
newberg-or,6015,-fL-a0RKW2AF-fRMD3ULPw,gsv,2019-09-01T17:08:39.147Z,train,gsv-newberg-6015-CurbRamp.png,4559,4284,13312.0,6656.0,20.964285,-20.953125,1.0,90.997498,3.219307,,437,275
columbus-oh,12498,1-01q5tID1xeW2-1w_11vQ,gsv,2020-04-21T22:50:33.054Z,train,gsv-columbus-12498-CurbRamp.png,10609,4738,16384.0,8192.0,94.3125,-29.0,1.0,5.804213,-0.513786,,109,164
columbus-oh,27575,D_P8qLz12nGlbSfH6THuqw,gsv,2021-04-27T23:50:56.159Z,test,gsv-columbus-27575-CurbRamp.png,2346,4538,16384.0,8192.0,218.857147,-21.919643,2.0,351.010956,-0.295616,,407,84
oradell-nj,7122,3gfFOciC8l1xqkdcKsJgDA,gsv,2022-07-10T02:40:54.603Z,train,gsv-oradell-7122-CurbRamp.png,14466,4498,16384.0,8192.0,74.25,-20.3125,1.0,289.508484,3.292923,,316,167
chicago-il,13122,XKSssutdqJEzWrvyeNb1tg,gsv,2022-10-21T19:16:24.745Z,train,gsv-chicago-13122-CurbRamp.png,7664,4479,16384.0,8192.0,225.9375,-21.4375,1.0,207.318558,-0.163033,,148,165
chicago-il,3160,ymqTQx1CO4U-1jBnnY5fnw,gsv,2021-10-20T00:33:49.248Z,train,gsv-chicago-3160-CurbRamp.png,734,4934,16384.0,8192.0,305.223206,-18.214285,2.0,88.029716,-1.052971,,98,258
columbus-oh,24590,WR8RpDS6aGKI_HLyzso8Vg,gsv,2021-02-23T23:48:09.182Z,train,gsv-columbus-24590-CurbRamp.png,7011,4408,16384.0,8192.0,14.984375,-8.671875,3.0,39.114407,-0.40741,,314,194
seattle-wa,185411,Ggr937wIioYlwJiylv-TFg,gsv,2021-08-26T01:30:53.804Z,train,gsv-seattle-185411-CurbRamp.png,6243,4691,16384.0,8192.0,223.96875,-13.178572,2.0,269.720703,2.027588,,396,239
seattle-wa,178985,DPrEJ8aMORe14bfTe17xEw,gsv,2021-08-06T02:05:42.445Z,train,gsv-seattle-178985-CurbRamp.png,14825,4948,16384.0,8192.0,121.758926,-20.080357,2.0,337.195526,-0.658386,,374,223
seattle-wa,45663,_djkojurjiEliUAodiaaAg,gsv,2019-05-03T01:20:02.646Z,train,gsv-seattle-45663-CurbRamp.png,13350,5289,16384.0,8192.0,11.6875,-29.5,1.0,269.551025,-0.133736,,424,222
amsterdam,787,fP5we7M-UbACFe0r8rZJWQ,gsv,2022-03-02T21:18:26.073Z,train,gsv-amsterdam-787-CurbRamp.png,9298,5132,16384.0,8192.0,110.760361,-32.0,1.0,92.721687,-2.785355,,397,182
chicago-il,976,BcJ9a6ekAmMor5Kxfu1aFA,gsv,2021-09-27T15:12:45.729Z,train,gsv-chicago-976-CurbRamp.png,6352,4611,16384.0,8192.0,170.5625,-12.0,1.0,222.332718,-0.597694,,431,237
columbus-oh,21474,cDCJ8aQ2TN-IKp38XzSyMg,gsv,2020-12-23T01:15:39.705Z,test,gsv-columbus-21474-CurbRamp.png,9372,4741,16384.0,8192.0,21.383928,-14.535714,2.0,3.17891,-0.756065,,455,237
cdmx,5430,O5rbq8ar-rJE6D3EHs0Wjw,gsv,2020-05-17T23:29:16.655Z,test,gsv-cdmx-5430-CurbRamp.png,10427,5364,16384.0,8192.0,344.196442,-29.314732,1.0,278.890228,0.573204,,268,237
newberg-or,6597,uiFTGlA73Rh3_T7qsAmtxw,gsv,2019-09-06T14:38:14.125Z,train,gsv-newberg-6597-CurbRamp.png,1762,3779,13312.0,6656.0,142.310272,-10.3125,3.0,269.933136,-1.14563,,242,289
spgg,73677,z_gbCq5MTlWLgi0z9YkqHg,gsv,2021-03-01T19:27:11.407Z,train,gsv-spgg-73677-CurbRamp.png,10121,4865,16384.0,8192.0,281.0,-34.4375,1.0,199.614014,-1.202095,,80,156
newberg-or,6324,E6dnnhowcREBfV3c6lBGSg,gsv,2019-09-03T20:45:31.076Z,train,gsv-newberg-6324-CurbRamp.png,4367,3809,13312.0,6656.0,178.571426,-15.089286,2.0,224.502975,-0.989517,,159,220
columbus-oh,31732,z5KCBEnfi62nnAf8EjGXGQ,gsv,2022-02-15T12:38:56.064Z,test,gsv-columbus-31732-CurbRamp.png,9470,5076,16384.0,8192.0,315.0,-34.625,1.0,297.123901,0.799721,,422,158
chicago-il,2292,7PVAQtn9xlagSSsqmO9YPA,gsv,2021-10-19T00:37:37.749Z,train,gsv-chicago-2292-CurbRamp.png,932,4456,16384.0,8192.0,114.035713,-13.848214,2.0,273.474182,1.025154,,359,165
newberg-or,18183,KA6ohFRebU5Q0XtIXLINbg,gsv,2022-10-18T23:35:11.538Z,train,gsv-newberg-18183-CurbRamp.png,11061,4183,13312.0,6656.0,29.125,-23.90625,3.0,269.953613,0.568253,,359,220
columbus-oh,33060,eA1-1pjYSnNoIVzAt8BP4A,gsv,2022-03-10T22:41:54.47Z,train,gsv-columbus-33060-CurbRamp.png,15394,4827,16384.0,8192.0,256.464294,-20.348215,2.0,92.132515,-0.445969,,286,187
walla-walla,10,iMscSrESjjBxxJAp5TCz0Q,gsv,2023-09-25T22:24:40.948Z,train,gsv-walla_walla-10-CurbRamp.png,10487,4678,16384.0,8192.0,56.438128,-17.226921,2.0,4.550899,0.1131,,342,184
spgg,23146,mRDxLly8arBDExh98zxNjw,gsv,2020-10-24T19:30:38.006Z,test,gsv-spgg-23146-CurbRamp.png,310,4739,16384.0,8192.0,351.140625,-19.75,1.0,145.876312,-0.053795,,243,209
columbus-oh,26824,VKoEQbGCWrOy_or17zFNtg,gsv,2021-04-27T22:44:42.547Z,train,gsv-columbus-26824-CurbRamp.png,13454,4615,16384.0,8192.0,353.456329,-15.259892,2.0,243.225098,1.754654,,427,192
columbus-oh,20023,eCNSrEYIWrbhLXLdUKIzsw,gsv,2020-09-25T21:09:31.605Z,test,gsv-columbus-20023-CurbRamp.png,3389,4472,16384.0,8192.0,5.803571,-6.839286,2.0,93.849571,0.29158,,135,263
seattle-wa,201175,FJ6qL7c6dFCBQCCqWcqjAA,gsv,2022-04-15T22:19:59.017Z,train,gsv-seattle-201175-CurbRamp.png,12726,5665,16384.0,8192.0,25.4375,-29.53125,1.0,294.025024,3.551544,,403,273
seattle-wa,235058,9AUI1IEqwOM_acSQeS5GKQ,gsv,2023-03-02T06:11:32.481Z,train,gsv-seattle-235058-CurbRamp.png,14167,4833,16384.0,8192.0,121.057503,-35.0,1.0,21.213797,0.32993,,578,135
oradell-nj,9799,G5eV8x15UzVuFAfEjRYFyQ,gsv,2022-08-12T04:02:18.083Z,train,gsv-oradell-9799-CurbRamp.png,5430,5192,16384.0,8192.0,89.089287,-21.071428,2.0,149.880142,-0.74961,,362,278
chicago-il,38145,tA4iKerpsl7tdv4I85sbQA,gsv,2023-11-04T01:49:41.968Z,train,gsv-chicago-38145-CurbRamp.png,9158,4625,16384.0,8192.0,15.25,-35.0,1.0,358.907806,0.28182,,393,84
chicago-il,936,_iC0-_BSQX5t5C60DQiiIg,gsv,2021-09-27T14:58:59.489Z,train,gsv-chicago-936-CurbRamp.png,7826,4701,16384.0,8192.0,321.75,-15.3125,1.0,322.174316,0.251564,,313,228
chicago-il,8220,vMaVo41kuBag9Bsc0Agf0A,gsv,2021-10-23T02:03:42.986Z,train,gsv-chicago-8220-CurbRamp.png,7298,4959,16384.0,8192.0,163.241074,-17.107143,2.0,178.702255,-0.210869,,310,264
seattle-wa,167467,ZfxK_BcjI26r-lnerxBZFQ,gsv,2021-07-16T00:58:53.005Z,train,gsv-seattle-167467-CurbRamp.png,9988,4585,16384.0,8192.0,66.5625,-28.3125,1.0,15.695783,-0.020897,,285,127
chicago-il,11003,ufTaMDKgOWTLR0rJkYjDZg,gsv,2022-09-07T16:23:10.427Z,test,gsv-chicago-11003-CurbRamp.png,13988,4779,16384.0,8192.0,40.699326,-15.383928,3.0,269.932495,0.996735,,276,231
seattle-wa,124820,j3m5JNtjSYs4GeAAJrxfjQ,gsv,2021-01-25T22:51:14.918Z,train,gsv-seattle-124820-CurbRamp.png,11233,5406,16384.0,8192.0,352.3125,-27.3125,1.0,269.967438,0.37852,,273,255
spgg,8750,dLAvGrtBm3mf8eiBp9mEQg,gsv,2020-09-09T02:45:25.585Z,train,gsv-spgg-8750-CurbRamp.png,9445,4702,16384.0,8192.0,301.625,-21.6875,1.0,292.078583,0.37088,,475,191
oradell-nj,11701,ALBhjrm3HczxGzFjNyIdEQ,gsv,2022-09-19T17:53:37.63Z,train,gsv-oradell-11701-CurbRamp.png,12290,5893,16384.0,8192.0,14.3125,-35.0,1.0,274.490356,1.200478,,312,271
columbus-oh,26867,DMaa8Q4-y46GMRQzdm7Wcg,gsv,2021-04-27T22:47:27.47Z,train,gsv-columbus-26867-CurbRamp.png,10300,4631,16384.0,8192.0,318.035706,-17.294643,2.0,273.498871,0.366554,,382,170
chicago-il,6219,2Orl9K7J8YzgiSICWgJA_w,gsv,2021-10-22T18:36:55.451Z,train,gsv-chicago-6219-CurbRamp.png,7320,4457,16384.0,8192.0,271.0,-9.8125,2.0,269.671265,-0.259689,,93,223
newberg-or,11743,b5xuM7T7X2MTjuRnyABZ2Q,gsv,2019-10-12T05:39:07.597Z,train,gsv-newberg-11743-CurbRamp.png,7667,4075,13312.0,6656.0,255.1875,-35.0,1.0,236.763641,1.264465,,415,146
spgg,8676,SRQ0TKI9si-OJ4Y5KAV25w,gsv,2020-09-09T02:21:51.478Z,train,gsv-spgg-8676-CurbRamp.png,3160,4436,16384.0,8192.0,239.3125,-23.6875,1.0,354.009033,2.065056,,387,135
newberg-or,2230,JI7WuWxy8IqJpsmrJnGySA,gsv,2019-03-09T13:31:46.093Z,train,gsv-newberg-2230-CurbRamp.png,7940,4522,13312.0,6656.0,322.1875,-26.875,1.0,270.095947,1.379349,,265,282
seattle-wa,66958,TcMJjSQvqkjMivdUGd-O6A,gsv,2019-05-08T22:06:52.233Z,train,gsv-seattle-66958-CurbRamp.png,6028,4953,16384.0,8192.0,260.625,-32.5625,1.0,288.279327,0.771057,,234,159
cdmx,4822,QOySkkA3LtYFeQ5roxRThQ,gsv,2020-05-14T11:22:29.049Z,train,gsv-cdmx-4822-CurbRamp.png,13096,5379,16384.0,8192.0,338.3125,-32.125,1.0,224.478745,-1.395226,,326,216
chicago-il,20173,weU8b7GePmpF5-DCanBKDQ,gsv,2023-01-17T18:53:57.094Z,train,gsv-chicago-20173-CurbRamp.png,9428,4816,16384.0,8192.0,301.8125,-14.1875,3.0,270.056824,-0.08018,,247,283
seattle-wa,3009,md8PvNjMGRPwmRfD8dA-aQ,gsv,2019-04-16T04:28:15.904Z,test,gsv-seattle-3009-CurbRamp.png,5262,4764,16384.0,8192.0,114.5,-2.0625,1.0,177.9254,2.293365,,354,321
chicago-il,3302,OUnZ9otssmarhHG3HQhARg,gsv,2021-10-20T01:02:16.369Z,test,gsv-chicago-3302-CurbRamp.png,9323,4912,16384.0,8192.0,269.5625,-30.125,1.0,271.585663,-0.727577,,535,175
chicago-il,22917,FbV9uQuRsqKHNHc7GXOImg,gsv,2023-03-07T04:02:37.444Z,test,gsv-chicago-22917-CurbRamp.png,2228,5055,16384.0,8192.0,87.89286,-33.125,1.0,208.233444,0.20253,,295,165
seattle-wa,169249,N5lMAmIW0sp7RKTiHegImw,gsv,2021-07-19T23:58:01.022Z,test,gsv-seattle-169249-CurbRamp.png,1857,4811,16384.0,8192.0,22.75,-35.0,1.0,180.251816,1.521034,,481,119
chicago-il,1356,i3Z6Wyylpo5DxbIVFT8AYQ,gsv,2021-09-27T17:28:36.457Z,test,gsv-chicago-1356-CurbRamp.png,3670,4513,16384.0,8192.0,216.1875,-17.625,1.0,301.365448,0.335274,,269,188
amsterdam,12578,Cafm9bLy4D4Nkg4xy7Bz8Q,gsv,2022-03-27T21:10:03.569Z,train,gsv-amsterdam-12578-CurbRamp.png,4913,5753,16384.0,8192.0,134.9375,-35.0,1.0,208.758865,-2.449791,,369,249
newberg-or,5566,5A6OwwudsmR5TirDaXU_ig,gsv,2019-08-12T23:35:19.733Z,train,gsv-newberg-5566-CurbRamp.png,1694,3760,13312.0,6656.0,110.785713,-12.5,1.0,248.701904,1.219124,,383,235
chicago-il,1218,CKrWu9b_jaNmmJZnIw2GQg,gsv,2021-09-27T16:42:11.896Z,train,gsv-chicago-1218-CurbRamp.png,9599,4632,16384.0,8192.0,21.5,-18.3125,1.0,356.354797,-1.841904,,396,199
oradell-nj,12926,DNsNxuldzdqRMB3PRSIU6A,gsv,2022-12-14T20:16:09.511Z,train,gsv-oradell-12926-CurbRamp.png,4088,5615,16384.0,8192.0,237.1875,-30.75,1.0,323.20752,-2.921486,,338,257
pittsburgh-pa,2194,vBOr2C1A65i_lHuXdKYlkw,gsv,2020-11-13T00:49:48.578Z,train,gsv-pittsburgh-2194-CurbRamp.png,13287,4998,16384.0,8192.0,39.0,-10.0,2.0,286.046082,1.419273,,348,365
pittsburgh-pa,10356,6bYdrzqheM7CnJUX26-hAQ,gsv,2021-04-16T19:50:38.671Z,train,gsv-pittsburgh-10356-CurbRamp.png,12290,5373,16384.0,8192.0,249.1875,-14.625,1.0,153.924072,5.231956,,330,327
columbus-oh,29596,Xb2h5qJnrfxbaaWo02oe6w,gsv,2021-08-24T23:39:30.103Z,test,gsv-columbus-29596-CurbRamp.png,10064,4755,16384.0,8192.0,333.151794,-20.955357,2.0,273.244659,0.380287,,122,168
seattle-wa,71490,BaZK8P9nIAnNXCDcaf2hCA,gsv,2019-05-30T17:29:02.464Z,train,gsv-seattle-71490-CurbRamp.png,2138,3794,13312.0,6656.0,200.125,-28.4375,1.0,328.543671,-2.869308,,400,138
newberg-or,2154,bSxCID6uBCpZmFV3qtVn2Q,gsv,2019-03-08T14:23:25.771Z,train,gsv-newberg-2154-CurbRamp.png,7293,3919,13312.0,6656.0,288.5625,-28.015625,1.0,268.427979,-1.855934,,342,163
newberg-or,6032,DlMkR9SxzBPxzmHVdT_aaQ,gsv,2019-09-01T17:09:59.527Z,train,gsv-newberg-6032-CurbRamp.png,11199,3873,13312.0,6656.0,53.875,-17.0,1.0,271.708069,-0.771935,,238,231
seattle-wa,1261,fz5xclCGUL9z1Oy-o3orFA,gsv,2019-04-13T05:06:36.36Z,train,gsv-seattle-1261-CurbRamp.png,3924,3901,13312.0,6656.0,305.072906,-26.75,1.0,359.290405,-0.87902,,234,174
seattle-wa,162110,P7gHNv6pzpDcRe2sIjzeGA,gsv,2021-07-07T22:59:48.243Z,train,gsv-seattle-162110-CurbRamp.png,5951,3581,13312.0,6656.0,254.993301,-8.433036,3.0,269.679108,1.213608,,249,200
oradell-nj,7541,_1YdauaXDnSOKO2HqnIyoA,gsv,2022-07-14T20:33:05.754Z,test,gsv-oradell-7541-CurbRamp.png,13373,4609,16384.0,8192.0,138.375,-15.785714,2.0,23.976238,0.010216,,353,183
columbus-oh,22716,UunT08ldclK7GK22-fJ1JA,gsv,2021-01-18T18:49:42.19Z,train,gsv-columbus-22716-CurbRamp.png,7339,4272,16384.0,8192.0,250.830353,0.0,3.0,270.308899,-0.778725,,379,339
newberg-or,16751,-XvR2Te41vBU743_xnLVDQ,gsv,2020-01-16T01:51:17.757Z,train,gsv-newberg-16751-CurbRamp.png,1318,3824,13312.0,6656.0,7.5,-15.125,1.0,177.528961,-0.53759,,528,238
oradell-nj,9237,J5eDWl45Kp7xEqsI174vug,gsv,2022-08-05T23:28:31.967Z,test,gsv-oradell-9237-CurbRamp.png,14816,4620,16384.0,8192.0,232.65625,-32.0,1.0,89.371132,0.417,,375,105
cdmx,5233,Y72zvl8VCbeq0ZkC8rmyJQ,gsv,2020-05-14T20:06:51.894Z,test,gsv-cdmx-5233-CurbRamp.png,7452,4769,16384.0,8192.0,126.125,-35.0,1.0,133.814209,0.784271,,304,108
seattle-wa,208995,ASQqsgpPzo4kvlat_w1cbg,gsv,2022-06-04T01:06:11.342Z,test,gsv-seattle-208995-CurbRamp.png,3042,4712,16384.0,8192.0,89.0,-24.0,1.0,174.627975,-3.426109,,176,184
pittsburgh-pa,14507,-rPfxRsIp9NFeMyfCeFyPA,gsv,2022-02-01T23:55:53.048Z,train,gsv-pittsburgh-14507-CurbRamp.png,8146,4832,16384.0,8192.0,282.642853,-15.258928,2.0,274.47757,2.981827,,248,254
amsterdam,821,qbjohTP36rh0SW-oYD3R7A,gsv,2022-03-02T21:58:49.85Z,train,gsv-amsterdam-821-CurbRamp.png,857,5098,16384.0,8192.0,249.4841,-34.8125,1.0,69.212486,-0.71067,,474,165
amsterdam,189,JWY2ytxRm8P0Oe6zyBA6Jw,gsv,2022-02-27T08:10:47.951Z,train,gsv-amsterdam-189-CurbRamp.png,8908,4458,16384.0,8192.0,229.651779,-14.571428,2.0,207.034805,0.315041,,273,157
newberg-or,2649,RY9uLW4Wp57QwRBwWvqHug,gsv,2019-03-14T22:51:09.629Z,train,gsv-newberg-2649-CurbRamp.png,7840,3918,13312.0,6656.0,35.375,-12.392858,2.0,1.879693,-0.989532,,342,285
chicago-il,11004,J9y93iBaGnzLtzM6mweYCg,gsv,2022-09-07T16:23:21.169Z,test,gsv-chicago-11004-CurbRamp.png,14224,5353,16384.0,8192.0,45.272984,-26.069197,3.0,270.129303,-0.740204,,301,280
pittsburgh-pa,15510,stk--bNjETy49LlOl2hVlw,gsv,2022-02-03T23:07:48.684Z,train,gsv-pittsburgh-15510-CurbRamp.png,2422,4528,16384.0,8192.0,323.254456,-20.9375,2.0,86.874504,-1.360481,,320,94
chicago-il,6321,hR6Zcp5_63nTrsx2kJ_kbA,gsv,2021-10-22T19:25:30.741Z,test,gsv-chicago-6321-CurbRamp.png,644,4415,16384.0,8192.0,3.151786,-6.410714,2.0,179.823883,2.006851,,497,249
chicago-il,9940,OBcz397zU9pEpuCFHL0NHA,gsv,2022-03-07T16:46:58.584Z,train,gsv-chicago-9940-CurbRamp.png,2296,4402,16384.0,8192.0,25.0,-10.0,1.0,182.962189,1.548218,,554,225
columbus-oh,14508,cJ76aKGzYDgIAaTuQiglIQ,gsv,2020-05-26T23:24:28.032Z,train,gsv-columbus-14508-CurbRamp.png,8811,4419,16384.0,8192.0,14.046875,-5.328125,3.0,5.172143,-0.46579,,480,286
spgg,6799,caDEALRILL1JO_oGTidUrw,gsv,2020-09-06T20:26:46.575Z,train,gsv-spgg-6799-CurbRamp.png,5916,5062,16384.0,8192.0,105.0,-17.5625,1.0,110.979912,-1.52916,,47,309
chicago-il,10560,FxtPG4KUYpc7PuctEhAuiw,gsv,2022-04-30T16:51:10.291Z,train,gsv-chicago-10560-CurbRamp.png,10641,4869,16384.0,8192.0,146.625,-8.25,2.0,90.351501,0.733459,,330,351
chicago-il,1434,u8r3gXm_UumGQFu6NXj3PA,gsv,2021-09-27T17:43:47.904Z,test,gsv-chicago-1434-CurbRamp.png,13098,4481,16384.0,8192.0,310.5625,-12.75,1.0,205.963409,-0.572891,,380,213
seattle-wa,256776,PY1IbWzDIOYaYlO1u0VWkQ,gsv,2023-05-26T17:17:05.675Z,train,gsv-seattle-256776-CurbRamp.png,4918,4652,16384.0,8192.0,93.8125,-27.25,1.0,183.705475,0.48212,,478,147
pittsburgh-pa,15148,qX8RuZQaGa0dplB76lCHuQ,gsv,2022-02-02T21:01:47.068Z,train,gsv-pittsburgh-15148-CurbRamp.png,9910,4677,16384.0,8192.0,138.071426,-16.6875,2.0,110.534622,0.30867,,487,193
seattle-wa,135119,vZIUgCJ-1b88X4woWjX7qw,gsv,2021-02-25T17:20:03.044Z,train,gsv-seattle-135119-CurbRamp.png,12376,4867,16384.0,8192.0,69.4375,-21.375,1.0,0.951609,0.91909,,509,221
newberg-or,7107,NTNAtKb0kwBGA58Y-QZE_A,gsv,2019-10-06T13:46:34.168Z,train,gsv-newberg-7107-CurbRamp.png,2267,4327,13312.0,6656.0,319.808044,-33.598213,1.0,36.311222,-0.916618,,90,246
pittsburgh-pa,3528,e7wmRZEWx6SCcYDV7xASWQ,gsv,2020-11-27T22:04:12.738Z,train,gsv-pittsburgh-3528-CurbRamp.png,9104,4396,16384.0,8192.0,76.25,-25.0625,1.0,45.572598,5.130661,,289,120
seattle-wa,34352,QYygpSIfqjy7-qib2GgcYA,gsv,2019-05-01T05:48:32.905Z,train,gsv-seattle-34352-CurbRamp.png,15521,4804,16384.0,8192.0,346.571442,-28.133928,1.0,178.508621,0.233803,,316,160
cdmx,6193,hPix76POer_35fbs0CMj5Q,gsv,2020-07-18T20:20:21.302Z,train,gsv-cdmx-6193-CurbRamp.png,7123,4527,16384.0,8192.0,61.6875,0.0,2.0,102.119316,0.494041,,580,366
chicago-il,2090,EF26SlEuiIH6CfXQ424piA,gsv,2021-10-18T21:59:11.851Z,train,gsv-chicago-2090-CurbRamp.png,10440,4955,16384.0,8192.0,152.582596,-22.459822,1.0,88.736938,-0.221054,,272,221
newberg-or,5828,aoeIvloc4WYwsdOeSrvdgg,gsv,2019-08-24T13:25:15.067Z,train,gsv-newberg-5828-CurbRamp.png,4621,3912,13312.0,6656.0,225.625,-10.9375,1.0,290.243073,2.810493,,419,272
oradell-nj,6567,KcQtTMkI-Qf9XL34TL-I5Q,gsv,2022-06-13T19:13:30.844Z,test,gsv-oradell-6567-CurbRamp.png,9173,4418,16384.0,8192.0,122.890625,-27.966518,1.0,90.418938,-0.957611,,286,103
newberg-or,16798,UXoqXYVJDrKmjWWFoj1mhQ,gsv,2020-01-16T02:22:20.04Z,train,gsv-newberg-16798-CurbRamp.png,7272,3576,13312.0,6656.0,72.5,-27.4375,1.0,66.773178,0.006783,,434,104
chicago-il,7528,ebEIHkUbVqOlga32pXTYdQ,gsv,2021-10-22T23:56:43.061Z,train,gsv-chicago-7528-CurbRamp.png,15095,4613,16384.0,8192.0,145.0625,-26.5625,1.0,358.059967,-0.355392,,390,142
newberg-or,3418,34cMXBcHAYZP0ZC5qv2GWg,gsv,2019-03-20T16:40:26.884Z,train,gsv-newberg-3418-CurbRamp.png,9292,4607,13312.0,6656.0,183.455353,-19.58259,1.0,90.295341,0.57246,,237,351
chicago-il,10602,Rie1DtdWNzI-jrmFMWEgtw,gsv,2022-04-30T18:14:36.242Z,train,gsv-chicago-10602-CurbRamp.png,7167,4807,16384.0,8192.0,295.314728,-16.033482,3.0,315.183075,-0.119202,,295,230
cdmx,6822,EVlGiQFm_5CtsmwBrohyIg,gsv,2021-05-05T20:05:15.946Z,test,gsv-cdmx-6822-CurbRamp.png,6403,4956,16384.0,8192.0,251.6875,-27.6875,1.0,280.492645,-0.779411,,296,186
pittsburgh-pa,13280,w0o84dfoe57kN_PlDiBNTw,gsv,2021-04-30T11:17:39.23Z,test,gsv-pittsburgh-13280-CurbRamp.png,2051,3919,13312.0,6656.0,334.671875,-20.5625,1.0,107.382309,-0.386864,,410,212
seattle-wa,123478,tclM3yIXe4keb6SqYMLtUg,gsv,2021-01-17T19:32:52.672Z,train,gsv-seattle-123478-CurbRamp.png,12165,4060,13312.0,6656.0,154.982147,-21.607143,2.0,358.54425,-0.96049,,271,219
columbus-oh,33584,TUBizYkf6bMdH8l4QA_Kag,gsv,2022-03-22T22:52:29.185Z,train,gsv-columbus-33584-CurbRamp.png,8969,4733,16384.0,8192.0,111.035713,-12.339286,2.0,93.143028,0.296219,,350,261
amsterdam,4941,Zp0-AACDWIsH3gQgLuHPmQ,gsv,2022-03-16T10:53:32.911Z,train,gsv-amsterdam-4941-CurbRamp.png,9077,5045,16384.0,8192.0,205.046875,-17.515625,3.0,186.388885,1.072426,,379,325
newberg-or,4031,PE3aB1Ho-9FdSef8H3kINw,gsv,2019-03-29T05:42:25.806Z,train,gsv-newberg-4031-CurbRamp.png,2420,3845,13312.0,6656.0,251.491074,-21.883928,1.0,348.573425,-0.639244,,249,194
chicago-il,11423,t7dkustTYgmlfK19sWCV8Q,gsv,2022-10-18T17:46:53.091Z,train,gsv-chicago-11423-CurbRamp.png,3816,4555,16384.0,8192.0,196.0625,-10.375,1.0,301.462524,0.869713,,418,239
seattle-wa,191775,k_CIfqJ2Nt_y91yJjFH2Aw,gsv,2021-12-20T23:14:28.628Z,train,gsv-seattle-191775-CurbRamp.png,11773,4597,16384.0,8192.0,52.8125,-13.5625,1.0,331.060059,-0.80835,,341,224
seattle-wa,257198,z5s8xwFaKF0rPoJp7vMrrw,gsv,2023-05-27T04:45:02.577Z,train,gsv-seattle-257198-CurbRamp.png,3768,4670,16384.0,8192.0,157.734375,-11.09375,3.0,255.745728,-2.285034,,380,279
columbus-oh,25435,_gjYhcQfaKnwNRoGgO2CiA,gsv,2021-02-24T00:39:01.702Z,test,gsv-columbus-25435-CurbRamp.png,6971,4959,16384.0,8192.0,336.0625,-22.75,1.0,10.535196,0.343536,,406,217
columbus-oh,23663,kuZxoxYI7St60tVMO6HbQw,gsv,2021-01-18T19:43:53.876Z,train,gsv-columbus-23663-CurbRamp.png,11160,4505,16384.0,8192.0,94.140625,-11.25,3.0,28.284393,0.628578,,344,182
pittsburgh-pa,11593,8mrFezwWpFpJ9SE-HuXlzg,gsv,2021-04-22T15:19:48.669Z,train,gsv-pittsburgh-11593-CurbRamp.png,10084,3981,13312.0,6656.0,9.5,-23.5625,1.0,246.581467,2.624565,,162,219
pittsburgh-pa,15140,IZYUvdEcmVJTBSDdv4wSIw,gsv,2022-02-02T20:59:32.742Z,train,gsv-pittsburgh-15140-CurbRamp.png,8871,4480,16384.0,8192.0,186.178574,-9.901786,2.0,183.886124,-0.184105,,520,224
seattle-wa,147114,xUxKpU2NF34z-4AaumboLg,gsv,2021-04-18T23:49:30.594Z,test,gsv-seattle-147114-CurbRamp.png,4550,4841,16384.0,8192.0,192.6875,-16.714285,2.0,270.044556,2.06589,,328,236
columbus-oh,27004,ooW6FgYga2wD0H0aSE0BUQ,gsv,2021-04-27T22:57:05.268Z,train,gsv-columbus-27004-CurbRamp.png,9979,4782,16384.0,8192.0,26.07465,-17.254465,2.0,350.657227,-0.268867,,407,213
newberg-or,4786,jcj5ow7XhFTTL_YD0y1bRA,gsv,2019-04-04T16:21:36.098Z,train,gsv-newberg-4786-CurbRamp.png,8285,4100,13312.0,6656.0,334.03125,-32.9375,1.0,310.411499,-0.200851,,487,171
oradell-nj,7750,OwIvoQVSsKBnMKjVBR-szQ,gsv,2022-07-15T02:08:16.374Z,train,gsv-oradell-7750-CurbRamp.png,15043,5188,16384.0,8192.0,261.267853,-24.964285,2.0,109.263573,0.356331,,343,228
