label_uid,split
spgg:3709,test
pittsburgh-pa:8562,train
pittsburgh-pa:12801,train
pittsburgh-pa:12559,train
pittsburgh-pa:10194,train
pittsburgh-pa:6076,train
pittsburgh-pa:12092,train
pittsburgh-pa:15513,train
pittsburgh-pa:5297,train
pittsburgh-pa:16184,train
pittsburgh-pa:14534,train
pittsburgh-pa:10543,train
pittsburgh-pa:5724,train
pittsburgh-pa:15220,train
pittsburgh-pa:9725,train
pittsburgh-pa:9517,train
pittsburgh-pa:14531,train
pittsburgh-pa:138,train
pittsburgh-pa:10976,train
pittsburgh-pa:1887,train
pittsburgh-pa:15776,train
pittsburgh-pa:16363,train
pittsburgh-pa:4623,train
pittsburgh-pa:137,train
pittsburgh-pa:15729,train
pittsburgh-pa:10487,train
pittsburgh-pa:7877,train
pittsburgh-pa:15000,train
pittsburgh-pa:8517,train
pittsburgh-pa:11460,train
pittsburgh-pa:20908,train
pittsburgh-pa:15256,train
pittsburgh-pa:16376,train
pittsburgh-pa:8583,train
pittsburgh-pa:15906,train
pittsburgh-pa:16034,train
pittsburgh-pa:16247,train
pittsburgh-pa:7337,train
pittsburgh-pa:16386,train
pittsburgh-pa:7904,train
pittsburgh-pa:10729,train
pittsburgh-pa:14128,train
pittsburgh-pa:15739,train
pittsburgh-pa:7744,train
pittsburgh-pa:16217,train
pittsburgh-pa:10129,train
pittsburgh-pa:13170,train
pittsburgh-pa:15140,train
pittsburgh-pa:16369,train
pittsburgh-pa:14505,train
pittsburgh-pa:9989,train
pittsburgh-pa:4704,train
pittsburgh-pa:13132,train
pittsburgh-pa:14712,train
pittsburgh-pa:6166,train
pittsburgh-pa:16498,train
pittsburgh-pa:11357,train
pittsburgh-pa:10017,train
pittsburgh-pa:15313,train
pittsburgh-pa:6458,train
pittsburgh-pa:9795,train
pittsburgh-pa:8055,train
pittsburgh-pa:15775,train
pittsburgh-pa:6570,train
pittsburgh-pa:15129,train
pittsburgh-pa:15412,train
pittsburgh-pa:16253,train
pittsburgh-pa:15742,train
pittsburgh-pa:15141,train
pittsburgh-pa:15048,train
pittsburgh-pa:16245,train
pittsburgh-pa:6557,train
pittsburgh-pa:14878,train
pittsburgh-pa:15058,train
pittsburgh-pa:6514,train
pittsburgh-pa:14962,train
pittsburgh-pa:15726,train
pittsburgh-pa:5553,train
pittsburgh-pa:9125,train
pittsburgh-pa:4744,train
pittsburgh-pa:5130,train
pittsburgh-pa:13287,train
pittsburgh-pa:11632,train
pittsburgh-pa:3172,train
pittsburgh-pa:7942,train
pittsburgh-pa:157,train
pittsburgh-pa:15030,train
pittsburgh-pa:10276,train
pittsburgh-pa:14963,train
pittsburgh-pa:8392,train
pittsburgh-pa:5536,train
pittsburgh-pa:15055,train
pittsburgh-pa:15361,train
pittsburgh-pa:10881,train
pittsburgh-pa:4083,train
pittsburgh-pa:4376,train
pittsburgh-pa:3797,train
pittsburgh-pa:1750,train
pittsburgh-pa:10722,train
pittsburgh-pa:16249,train
pittsburgh-pa:13563,train
pittsburgh-pa:13521,train
pittsburgh-pa:10132,train
pittsburgh-pa:113,train
pittsburgh-pa:15130,train
pittsburgh-pa:21348,train
pittsburgh-pa:9499,train
pittsburgh-pa:21,train
pittsburgh-pa:15410,train
pittsburgh-pa:10018,train
pittsburgh-pa:9935,train
pittsburgh-pa:14692,train
pittsburgh-pa:5294,train
pittsburgh-pa:14317,train
pittsburgh-pa:16358,train
pittsburgh-pa:15249,train
pittsburgh-pa:15229,train
pittsburgh-pa:15086,train
pittsburgh-pa:15047,train
pittsburgh-pa:8840,train
pittsburgh-pa:9236,train
pittsburgh-pa:15773,train
pittsburgh-pa:15417,train
pittsburgh-pa:8538,train
pittsburgh-pa:16265,train
pittsburgh-pa:8587,train
pittsburgh-pa:9299,train
pittsburgh-pa:16036,train
pittsburgh-pa:18457,train
pittsburgh-pa:8748,train
pittsburgh-pa:11308,train
pittsburgh-pa:10866,train
pittsburgh-pa:14623,train
pittsburgh-pa:16254,train
pittsburgh-pa:2024,train
pittsburgh-pa:10694,train
pittsburgh-pa:8563,train
pittsburgh-pa:10854,train
pittsburgh-pa:15114,train
pittsburgh-pa:3201,train
pittsburgh-pa:15494,train
pittsburgh-pa:3265,train
pittsburgh-pa:145,train
pittsburgh-pa:11361,train
pittsburgh-pa:1126,train
pittsburgh-pa:10906,train
pittsburgh-pa:15330,train
pittsburgh-pa:16361,train
pittsburgh-pa:2239,train
pittsburgh-pa:1916,train
pittsburgh-pa:14949,train
pittsburgh-pa:3024,train
pittsburgh-pa:15993,train
pittsburgh-pa:1891,train
pittsburgh-pa:12777,train
pittsburgh-pa:15043,train
pittsburgh-pa:13531,train
pittsburgh-pa:178,train
pittsburgh-pa:1445,train
pittsburgh-pa:15316,train
pittsburgh-pa:15426,train
pittsburgh-pa:12001,train
pittsburgh-pa:3131,train
pittsburgh-pa:15479,train
pittsburgh-pa:6421,train
pittsburgh-pa:2599,train
pittsburgh-pa:6660,train
pittsburgh-pa:2818,train
pittsburgh-pa:3178,train
pittsburgh-pa:5451,train
pittsburgh-pa:6077,train
pittsburgh-pa:10264,train
pittsburgh-pa:8635,train
pittsburgh-pa:15124,train
pittsburgh-pa:15007,train
pittsburgh-pa:15652,train
pittsburgh-pa:15309,train
pittsburgh-pa:8642,train
pittsburgh-pa:15005,train
pittsburgh-pa:1367,train
pittsburgh-pa:8584,train
pittsburgh-pa:20,train
pittsburgh-pa:108,train
pittsburgh-pa:8643,train
pittsburgh-pa:1125,train
pittsburgh-pa:11434,train
pittsburgh-pa:15777,train
pittsburgh-pa:15307,train
pittsburgh-pa:15996,train
pittsburgh-pa:13054,train
pittsburgh-pa:1742,train
pittsburgh-pa:3362,train
pittsburgh-pa:12893,train
pittsburgh-pa:3948,train
pittsburgh-pa:15910,train
pittsburgh-pa:8062,train
pittsburgh-pa:13136,train
pittsburgh-pa:15131,train
pittsburgh-pa:10301,train
pittsburgh-pa:5868,train
pittsburgh-pa:9219,train
pittsburgh-pa:10671,train
pittsburgh-pa:9845,train
pittsburgh-pa:15069,train
pittsburgh-pa:5650,train
pittsburgh-pa:11432,train
pittsburgh-pa:8599,train
pittsburgh-pa:15360,train
pittsburgh-pa:6541,train
pittsburgh-pa:12386,train
pittsburgh-pa:5432,train
pittsburgh-pa:15304,train
pittsburgh-pa:12090,train
pittsburgh-pa:15399,train
pittsburgh-pa:11943,train
pittsburgh-pa:15031,train
pittsburgh-pa:16209,train
pittsburgh-pa:15293,train
pittsburgh-pa:2197,train
pittsburgh-pa:16221,train
pittsburgh-pa:158,train
pittsburgh-pa:992,train
pittsburgh-pa:14951,train
pittsburgh-pa:14624,train
pittsburgh-pa:16432,train
pittsburgh-pa:13586,train
pittsburgh-pa:14376,train
pittsburgh-pa:15497,train
pittsburgh-pa:993,train
pittsburgh-pa:10650,train
pittsburgh-pa:7082,train
pittsburgh-pa:16364,train
pittsburgh-pa:9968,train
pittsburgh-pa:15774,train
pittsburgh-pa:181,train
pittsburgh-pa:6811,train
pittsburgh-pa:13520,train
pittsburgh-pa:16056,train
pittsburgh-pa:9950,train
pittsburgh-pa:15755,train
pittsburgh-pa:3175,train
pittsburgh-pa:14507,train
pittsburgh-pa:11293,train
pittsburgh-pa:3528,train
pittsburgh-pa:3939,train
pittsburgh-pa:6568,train
pittsburgh-pa:10177,train
pittsburgh-pa:13556,train
pittsburgh-pa:6284,train
pittsburgh-pa:3137,train
pittsburgh-pa:2414,train
pittsburgh-pa:15056,train
pittsburgh-pa:15291,train
pittsburgh-pa:3033,train
pittsburgh-pa:13540,train
pittsburgh-pa:8971,train
pittsburgh-pa:179,train
pittsburgh-pa:16434,train
pittsburgh-pa:14939,train
pittsburgh-pa:3162,train
pittsburgh-pa:5257,train
pittsburgh-pa:1776,train
pittsburgh-pa:8622,train
pittsburgh-pa:6666,train
pittsburgh-pa:8537,train
pittsburgh-pa:10242,train
pittsburgh-pa:15037,train
pittsburgh-pa:15511,train
pittsburgh-pa:10120,train
pittsburgh-pa:2684,train
pittsburgh-pa:2628,train
pittsburgh-pa:12096,train
pittsburgh-pa:16499,train
pittsburgh-pa:16242,train
pittsburgh-pa:16458,train
pittsburgh-pa:11838,train
pittsburgh-pa:16492,train
pittsburgh-pa:16228,train
pittsburgh-pa:22160,train
pittsburgh-pa:14838,train
pittsburgh-pa:4043,train
pittsburgh-pa:7731,train
pittsburgh-pa:14535,train
pittsburgh-pa:16055,train
pittsburgh-pa:2030,train
pittsburgh-pa:192,train
pittsburgh-pa:1446,train
pittsburgh-pa:19728,train
pittsburgh-pa:12954,train
pittsburgh-pa:14954,train
pittsburgh-pa:13715,train
pittsburgh-pa:14027,train
pittsburgh-pa:9579,train
pittsburgh-pa:4743,train
pittsburgh-pa:14536,train
pittsburgh-pa:1984,train
pittsburgh-pa:11989,train
pittsburgh-pa:7890,train
pittsburgh-pa:15496,train
pittsburgh-pa:9912,train
pittsburgh-pa:11817,train
pittsburgh-pa:16251,train
pittsburgh-pa:14077,train
pittsburgh-pa:10016,train
pittsburgh-pa:10800,train
pittsburgh-pa:13690,train
pittsburgh-pa:8269,train
pittsburgh-pa:9559,train
pittsburgh-pa:1218,train
pittsburgh-pa:12973,train
pittsburgh-pa:16496,train
pittsburgh-pa:14879,train
pittsburgh-pa:16516,train
pittsburgh-pa:12091,train
pittsburgh-pa:1232,train
pittsburgh-pa:14639,train
pittsburgh-pa:4454,train
pittsburgh-pa:15743,train
pittsburgh-pa:15038,train
pittsburgh-pa:185,train
pittsburgh-pa:177,train
pittsburgh-pa:12891,train
pittsburgh-pa:16511,train
pittsburgh-pa:3602,train
pittsburgh-pa:16260,train
pittsburgh-pa:6454,train
pittsburgh-pa:14888,train
pittsburgh-pa:10467,train
pittsburgh-pa:15760,train
pittsburgh-pa:1677,train
pittsburgh-pa:3185,train
pittsburgh-pa:15654,train
pittsburgh-pa:10032,train
pittsburgh-pa:12974,train
pittsburgh-pa:15471,train
pittsburgh-pa:3487,train
pittsburgh-pa:14314,train
pittsburgh-pa:2194,train
pittsburgh-pa:15294,train
pittsburgh-pa:7121,train
pittsburgh-pa:16384,train
pittsburgh-pa:5642,train
pittsburgh-pa:8581,train
pittsburgh-pa:14901,train
pittsburgh-pa:6585,train
pittsburgh-pa:15493,train
pittsburgh-pa:16382,train
pittsburgh-pa:15495,train
pittsburgh-pa:15858,train
pittsburgh-pa:5299,train
pittsburgh-pa:2682,train
pittsburgh-pa:9392,train
pittsburgh-pa:2093,train
pittsburgh-pa:9986,train
pittsburgh-pa:1983,train
pittsburgh-pa:16059,train
pittsburgh-pa:4593,train
pittsburgh-pa:12550,train
pittsburgh-pa:166,train
pittsburgh-pa:8369,train
pittsburgh-pa:10299,train
pittsburgh-pa:11279,train
pittsburgh-pa:15303,train
pittsburgh-pa:12892,train
pittsburgh-pa:15090,train
pittsburgh-pa:42,train
pittsburgh-pa:9801,train
pittsburgh-pa:15520,train
pittsburgh-pa:7265,train
pittsburgh-pa:12988,train
pittsburgh-pa:2159,train
pittsburgh-pa:10121,train
pittsburgh-pa:15530,train
pittsburgh-pa:8639,train
pittsburgh-pa:15329,train
pittsburgh-pa:6858,train
pittsburgh-pa:3155,train
pittsburgh-pa:14307,train
pittsburgh-pa:2795,train
pittsburgh-pa:15738,train
pittsburgh-pa:9240,train
pittsburgh-pa:13378,train
pittsburgh-pa:10975,train
pittsburgh-pa:10540,train
pittsburgh-pa:16379,train
pittsburgh-pa:8542,train
pittsburgh-pa:12055,train
pittsburgh-pa:6747,train
pittsburgh-pa:6613,train
pittsburgh-pa:9933,train
pittsburgh-pa:14965,train
pittsburgh-pa:8070,train
pittsburgh-pa:110,train
pittsburgh-pa:11105,train
pittsburgh-pa:2175,train
pittsburgh-pa:15117,train
pittsburgh-pa:16411,train
pittsburgh-pa:15125,train
pittsburgh-pa:8972,train
pittsburgh-pa:16580,train
pittsburgh-pa:1455,train
pittsburgh-pa:16058,train
pittsburgh-pa:18326,train
pittsburgh-pa:9665,train
pittsburgh-pa:13611,train
pittsburgh-pa:107,train
pittsburgh-pa:16475,train
pittsburgh-pa:9473,train
pittsburgh-pa:6582,train
pittsburgh-pa:15305,train
pittsburgh-pa:5477,train
pittsburgh-pa:20526,train
pittsburgh-pa:7661,train
pittsburgh-pa:13575,train
pittsburgh-pa:12823,train
pittsburgh-pa:1338,train
pittsburgh-pa:15510,train
pittsburgh-pa:111,train
pittsburgh-pa:2027,train
pittsburgh-pa:15314,train
pittsburgh-pa:9020,train
pittsburgh-pa:9673,train
pittsburgh-pa:156,train
pittsburgh-pa:164,train
pittsburgh-pa:15331,train
pittsburgh-pa:18311,train
pittsburgh-pa:13533,train
pittsburgh-pa:109,train
pittsburgh-pa:3685,train
pittsburgh-pa:8559,train
pittsburgh-pa:2569,train
pittsburgh-pa:15762,train
pittsburgh-pa:16519,train
pittsburgh-pa:1989,train
pittsburgh-pa:14843,train
pittsburgh-pa:2489,train
pittsburgh-pa:15328,train
pittsburgh-pa:1134,train
pittsburgh-pa:15248,train
pittsburgh-pa:8545,train
pittsburgh-pa:15672,train
pittsburgh-pa:2627,train
pittsburgh-pa:1011,train
pittsburgh-pa:6265,train
pittsburgh-pa:16453,train
pittsburgh-pa:5335,train
pittsburgh-pa:9774,train
pittsburgh-pa:8389,train
pittsburgh-pa:1012,train
pittsburgh-pa:1306,train
pittsburgh-pa:3902,train
pittsburgh-pa:12975,train
pittsburgh-pa:2884,train
pittsburgh-pa:15960,train
pittsburgh-pa:9991,train
pittsburgh-pa:10310,train
pittsburgh-pa:8585,train
pittsburgh-pa:15156,train
pittsburgh-pa:15250,train
pittsburgh-pa:15138,train
pittsburgh-pa:16383,train
pittsburgh-pa:9399,train
pittsburgh-pa:15233,train
pittsburgh-pa:16370,train
pittsburgh-pa:14875,train
pittsburgh-pa:8586,train
pittsburgh-pa:15427,train
pittsburgh-pa:16455,train
pittsburgh-pa:15877,train
pittsburgh-pa:1278,train
pittsburgh-pa:11593,train
pittsburgh-pa:9800,train
pittsburgh-pa:10193,train
pittsburgh-pa:22565,train
pittsburgh-pa:16518,train
pittsburgh-pa:9600,train
pittsburgh-pa:9427,train
pittsburgh-pa:13548,train
pittsburgh-pa:9724,train
pittsburgh-pa:14971,train
pittsburgh-pa:15980,train
pittsburgh-pa:8082,train
pittsburgh-pa:9604,train
pittsburgh-pa:16456,train
pittsburgh-pa:9264,train
pittsburgh-pa:43,train
pittsburgh-pa:14471,train
pittsburgh-pa:14406,train
pittsburgh-pa:12647,train
pittsburgh-pa:5146,train
pittsburgh-pa:6586,train
pittsburgh-pa:13577,train
pittsburgh-pa:12140,train
pittsburgh-pa:10243,train
pittsburgh-pa:11250,train
pittsburgh-pa:18028,train
pittsburgh-pa:160,train
pittsburgh-pa:9961,train
pittsburgh-pa:12097,train
pittsburgh-pa:4197,train
pittsburgh-pa:2025,train
pittsburgh-pa:9106,train
pittsburgh-pa:15490,train
pittsburgh-pa:184,train
pittsburgh-pa:190,train
pittsburgh-pa:21292,train
pittsburgh-pa:15653,train
pittsburgh-pa:8115,train
pittsburgh-pa:16248,train
pittsburgh-pa:4237,train
pittsburgh-pa:11977,train
pittsburgh-pa:16410,train
pittsburgh-pa:11617,train
pittsburgh-pa:7319,train
pittsburgh-pa:5433,train
pittsburgh-pa:163,train
pittsburgh-pa:3906,train
pittsburgh-pa:3861,train
pittsburgh-pa:8620,train
pittsburgh-pa:15446,train
pittsburgh-pa:15744,train
pittsburgh-pa:11303,train
pittsburgh-pa:2532,train
pittsburgh-pa:2282,train
pittsburgh-pa:15523,train
pittsburgh-pa:14876,train
pittsburgh-pa:8996,train
pittsburgh-pa:13175,train
pittsburgh-pa:15282,train
pittsburgh-pa:10524,train
pittsburgh-pa:12638,train
pittsburgh-pa:2281,train
pittsburgh-pa:9569,train
pittsburgh-pa:14002,train
pittsburgh-pa:13613,train
pittsburgh-pa:15668,train
pittsburgh-pa:15911,train
pittsburgh-pa:4960,train
pittsburgh-pa:8162,train
pittsburgh-pa:7792,train
pittsburgh-pa:5295,train
pittsburgh-pa:14391,train
pittsburgh-pa:12985,train
pittsburgh-pa:16491,train
pittsburgh-pa:7292,train
pittsburgh-pa:15062,train
pittsburgh-pa:8533,train
pittsburgh-pa:15283,train
pittsburgh-pa:9167,train
pittsburgh-pa:7527,train
pittsburgh-pa:14953,train
pittsburgh-pa:10604,train
pittsburgh-pa:11816,train
pittsburgh-pa:10788,train
pittsburgh-pa:15527,train
pittsburgh-pa:112,train
pittsburgh-pa:9407,train
pittsburgh-pa:14506,train
pittsburgh-pa:16388,train
pittsburgh-pa:4437,train
pittsburgh-pa:16154,train
pittsburgh-pa:15302,train
pittsburgh-pa:11335,train
pittsburgh-pa:16135,train
pittsburgh-pa:3591,train
pittsburgh-pa:3361,train
pittsburgh-pa:7851,train
pittsburgh-pa:7085,train
pittsburgh-pa:7315,train
pittsburgh-pa:14776,train
pittsburgh-pa:3264,train
pittsburgh-pa:8598,train
pittsburgh-pa:16374,train
pittsburgh-pa:12991,train
pittsburgh-pa:14627,train
pittsburgh-pa:7317,train
pittsburgh-pa:7290,train
pittsburgh-pa:8066,train
pittsburgh-pa:8641,train
pittsburgh-pa:14955,train
pittsburgh-pa:11298,train
pittsburgh-pa:10326,train
pittsburgh-pa:15995,train
pittsburgh-pa:14718,train
pittsburgh-pa:12900,train
pittsburgh-pa:15680,train
pittsburgh-pa:12546,train
pittsburgh-pa:13590,train
pittsburgh-pa:14537,train
pittsburgh-pa:16454,train
pittsburgh-pa:3793,train
pittsburgh-pa:15148,train
pittsburgh-pa:7730,train
pittsburgh-pa:5401,train
pittsburgh-pa:8601,train
pittsburgh-pa:3022,train
pittsburgh-pa:15258,train
pittsburgh-pa:180,train
pittsburgh-pa:15475,train
pittsburgh-pa:12783,train
pittsburgh-pa:2276,train
pittsburgh-pa:14938,train
pittsburgh-pa:5435,train
pittsburgh-pa:16482,train
pittsburgh-pa:12694,train
pittsburgh-pa:176,train
pittsburgh-pa:10356,train
pittsburgh-pa:12453,train
pittsburgh-pa:13284,train
pittsburgh-pa:13324,train
pittsburgh-pa:3112,train
seattle-wa:19367,train
seattle-wa:46743,train
seattle-wa:96504,train
seattle-wa:190172,train
seattle-wa:262457,train
seattle-wa:232931,train
seattle-wa:18645,train
seattle-wa:158002,train
seattle-wa:258938,train
seattle-wa:128778,train
seattle-wa:170677,train
seattle-wa:24324,train
seattle-wa:117415,train
seattle-wa:162077,train
seattle-wa:212670,train
seattle-wa:29533,train
seattle-wa:104260,train
seattle-wa:119442,train
seattle-wa:270503,train
seattle-wa:399,train
seattle-wa:239135,train
seattle-wa:105429,train
seattle-wa:208174,train
seattle-wa:5798,train
seattle-wa:192539,train
seattle-wa:238761,train
seattle-wa:168276,train
seattle-wa:236949,train
seattle-wa:262903,train
seattle-wa:169252,train
seattle-wa:195144,train
seattle-wa:51742,train
seattle-wa:15559,train
seattle-wa:241599,train
seattle-wa:123373,train
seattle-wa:35920,train
seattle-wa:260741,train
seattle-wa:157998,train
seattle-wa:154589,train
seattle-wa:34352,train
seattle-wa:99199,train
seattle-wa:102679,train
seattle-wa:145946,train
seattle-wa:15803,train
seattle-wa:150964,train
seattle-wa:834,train
seattle-wa:95561,train
seattle-wa:184902,train
seattle-wa:218766,train
seattle-wa:98708,train
seattle-wa:86510,train
seattle-wa:168899,train
seattle-wa:134121,train
seattle-wa:165923,train
seattle-wa:194291,train
seattle-wa:87497,train
seattle-wa:37982,train
seattle-wa:171926,train
seattle-wa:3245,train
seattle-wa:212851,train
seattle-wa:138494,train
seattle-wa:99621,train
seattle-wa:263005,train
seattle-wa:178819,train
seattle-wa:208177,train
seattle-wa:3392,train
seattle-wa:238402,train
seattle-wa:244547,train
seattle-wa:269248,train
seattle-wa:98201,train
seattle-wa:269247,train
seattle-wa:110302,train
seattle-wa:16666,train
seattle-wa:142454,train
seattle-wa:80831,train
seattle-wa:182276,train
seattle-wa:147055,train
seattle-wa:72303,train
seattle-wa:120539,train
seattle-wa:245958,train
seattle-wa:234498,train
seattle-wa:72482,train
seattle-wa:184777,train
seattle-wa:45260,train
seattle-wa:818,train
seattle-wa:121268,train
seattle-wa:232072,train
seattle-wa:170424,train
seattle-wa:161820,train
seattle-wa:122975,train
seattle-wa:273135,train
seattle-wa:96691,train
seattle-wa:184718,train
seattle-wa:18023,train
seattle-wa:194302,train
seattle-wa:105943,train
seattle-wa:80047,train
seattle-wa:244420,train
seattle-wa:97690,train
seattle-wa:182063,train
seattle-wa:254300,train
seattle-wa:10108,train
seattle-wa:32789,train
seattle-wa:251818,train
seattle-wa:258951,train
seattle-wa:234306,train
seattle-wa:74856,train
seattle-wa:152822,train
seattle-wa:183937,train
seattle-wa:178826,train
seattle-wa:271,train
seattle-wa:192400,train
seattle-wa:235051,train
seattle-wa:71546,train
seattle-wa:261584,train
seattle-wa:236546,train
seattle-wa:71748,train
seattle-wa:208370,train
seattle-wa:84210,train
seattle-wa:53655,train
seattle-wa:169242,train
seattle-wa:152821,train
seattle-wa:137444,train
seattle-wa:3073,train
seattle-wa:196853,train
seattle-wa:238889,train
seattle-wa:224822,train
seattle-wa:144932,train
seattle-wa:234410,train
seattle-wa:32091,train
seattle-wa:264816,train
seattle-wa:164879,train
seattle-wa:114360,train
seattle-wa:151000,train
seattle-wa:182785,train
seattle-wa:118809,train
seattle-wa:45274,train
seattle-wa:98971,train
seattle-wa:4359,train
seattle-wa:232088,train
seattle-wa:234276,train
seattle-wa:192921,train
seattle-wa:251205,train
seattle-wa:265192,train
seattle-wa:97454,train
seattle-wa:243898,train
seattle-wa:187909,train
seattle-wa:185880,train
seattle-wa:141428,train
seattle-wa:3850,train
seattle-wa:160737,train
seattle-wa:175336,train
seattle-wa:194277,train
seattle-wa:138322,train
seattle-wa:206843,train
seattle-wa:11488,train
seattle-wa:17412,train
seattle-wa:184906,train
seattle-wa:256587,train
seattle-wa:51562,train
seattle-wa:240773,train
seattle-wa:28670,train
seattle-wa:208214,train
seattle-wa:28077,train
seattle-wa:112834,train
seattle-wa:236955,train
seattle-wa:238861,train
seattle-wa:261259,train
seattle-wa:165555,train
seattle-wa:78749,train
seattle-wa:264931,train
seattle-wa:115282,train
seattle-wa:96201,train
seattle-wa:96864,train
seattle-wa:44616,train
seattle-wa:134217,train
seattle-wa:149188,train
seattle-wa:18033,train
seattle-wa:126495,train
seattle-wa:229904,train
seattle-wa:8632,train
seattle-wa:8583,train
seattle-wa:100371,train
seattle-wa:98216,train
seattle-wa:184008,train
seattle-wa:106237,train
seattle-wa:151175,train
seattle-wa:213967,train
seattle-wa:69563,train
seattle-wa:157690,train
seattle-wa:18015,train
seattle-wa:224089,train
seattle-wa:235990,train
seattle-wa:103911,train
seattle-wa:249569,train
seattle-wa:237655,train
seattle-wa:34775,train
seattle-wa:191104,train
seattle-wa:157443,train
seattle-wa:247570,train
seattle-wa:145944,train
seattle-wa:175339,train
seattle-wa:234407,train
seattle-wa:246158,train
seattle-wa:178986,train
seattle-wa:241889,train
seattle-wa:194282,train
seattle-wa:107879,train
seattle-wa:262329,train
seattle-wa:208390,train
seattle-wa:88401,train
seattle-wa:143661,train
seattle-wa:160323,train
seattle-wa:53084,train
seattle-wa:73947,train
seattle-wa:206103,train
seattle-wa:82716,train
seattle-wa:258555,train
seattle-wa:125552,train
seattle-wa:236561,train
seattle-wa:63926,train
seattle-wa:124239,train
seattle-wa:83446,train
seattle-wa:237450,train
seattle-wa:120097,train
seattle-wa:38951,train
seattle-wa:241866,train
seattle-wa:183008,train
seattle-wa:188138,train
seattle-wa:247428,train
seattle-wa:167465,train
seattle-wa:137440,train
seattle-wa:99497,train
seattle-wa:154410,train
seattle-wa:53209,train
seattle-wa:136502,train
seattle-wa:134123,train
seattle-wa:99643,train
seattle-wa:190774,train
seattle-wa:62000,train
seattle-wa:237777,train
seattle-wa:113036,train
seattle-wa:158201,train
seattle-wa:12656,train
seattle-wa:207362,train
seattle-wa:161941,train
seattle-wa:183935,train
seattle-wa:232640,train
seattle-wa:177416,train
seattle-wa:1260,train
seattle-wa:105530,train
seattle-wa:144906,train
seattle-wa:270614,train
seattle-wa:138340,train
seattle-wa:67077,train
seattle-wa:107936,train
seattle-wa:201502,train
seattle-wa:198262,train
seattle-wa:227168,train
seattle-wa:208211,train
seattle-wa:171027,train
seattle-wa:158021,train
seattle-wa:21454,train
seattle-wa:191102,train
seattle-wa:192943,train
seattle-wa:108116,train
seattle-wa:183881,train
seattle-wa:25762,train
seattle-wa:180612,train
seattle-wa:46323,train
seattle-wa:262902,train
seattle-wa:175299,train
seattle-wa:170107,train
seattle-wa:116934,train
seattle-wa:124688,train
seattle-wa:234499,train
seattle-wa:234222,train
seattle-wa:100799,train
seattle-wa:52769,train
seattle-wa:182229,train
seattle-wa:225489,train
seattle-wa:96486,train
seattle-wa:142160,train
seattle-wa:97192,train
seattle-wa:263681,train
seattle-wa:177160,train
seattle-wa:100583,train
seattle-wa:137691,train
seattle-wa:72720,train
seattle-wa:142529,train
seattle-wa:27356,train
seattle-wa:140,train
seattle-wa:99235,train
seattle-wa:233520,train
seattle-wa:862,train
seattle-wa:189698,train
seattle-wa:215024,train
seattle-wa:269214,train
seattle-wa:557,train
seattle-wa:99447,train
seattle-wa:265305,train
seattle-wa:98215,train
seattle-wa:34636,train
seattle-wa:99038,train
seattle-wa:263454,train
seattle-wa:29747,train
seattle-wa:238168,train
seattle-wa:836,train
seattle-wa:119661,train
seattle-wa:241943,train
seattle-wa:39138,train
seattle-wa:97602,train
seattle-wa:12611,train
seattle-wa:270425,train
seattle-wa:101180,train
seattle-wa:273521,train
seattle-wa:274010,train
seattle-wa:75846,train
seattle-wa:191037,train
seattle-wa:234223,train
seattle-wa:240296,train
seattle-wa:63681,train
seattle-wa:35892,train
seattle-wa:205878,train
seattle-wa:142538,train
seattle-wa:98472,train
seattle-wa:178761,train
seattle-wa:180548,train
seattle-wa:138320,train
seattle-wa:18816,train
seattle-wa:67316,train
seattle-wa:226446,train
seattle-wa:109555,train
seattle-wa:191596,train
seattle-wa:77721,train
seattle-wa:164889,train
seattle-wa:77521,train
seattle-wa:124865,train
seattle-wa:134126,train
seattle-wa:145932,train
seattle-wa:255642,train
seattle-wa:114095,train
seattle-wa:255841,train
seattle-wa:224001,train
seattle-wa:260077,train
seattle-wa:8143,train
seattle-wa:1786,train
seattle-wa:9081,train
seattle-wa:264884,train
seattle-wa:241922,train
seattle-wa:131798,train
seattle-wa:136927,train
seattle-wa:160740,train
seattle-wa:195221,train
seattle-wa:170491,train
seattle-wa:127514,train
seattle-wa:247376,train
seattle-wa:241841,train
seattle-wa:36407,train
seattle-wa:135189,train
seattle-wa:3851,train
seattle-wa:149441,train
seattle-wa:137786,train
seattle-wa:102821,train
seattle-wa:274,train
seattle-wa:172511,train
seattle-wa:260611,train
seattle-wa:741,train
seattle-wa:249322,train
seattle-wa:181149,train
seattle-wa:97130,train
seattle-wa:263123,train
seattle-wa:225781,train
seattle-wa:942,train
seattle-wa:87005,train
seattle-wa:236339,train
seattle-wa:240657,train
seattle-wa:940,train
seattle-wa:240777,train
seattle-wa:68170,train
seattle-wa:145933,train
seattle-wa:236845,train
seattle-wa:96863,train
seattle-wa:273155,train
seattle-wa:160643,train
seattle-wa:98089,train
seattle-wa:173582,train
seattle-wa:236553,train
seattle-wa:124675,train
seattle-wa:145934,train
seattle-wa:182886,train
seattle-wa:251832,train
seattle-wa:186754,train
seattle-wa:194330,train
seattle-wa:4363,train
seattle-wa:174981,train
seattle-wa:5619,train
seattle-wa:127611,train
seattle-wa:149567,train
seattle-wa:161511,train
seattle-wa:157996,train
seattle-wa:241600,train
seattle-wa:96443,train
seattle-wa:41613,train
seattle-wa:139894,train
seattle-wa:247370,train
